SID	DID	Source	Destination	Passengers	Seats	Flights	Distance	Date	SPopulation	DPopulation
IDA	PDX	Idaho Falls, ID	Portland, OR	1	37	1	539	2006	115330	2123960
CVG	PDX	Cincinnati, OH	Portland, OR	75907	94148	623	1975	2006	2122711	2123960
MWH	PDX	Moses Lake, WA	Portland, OR	1968	7543	397	192	2006	81390	2123960
BLI	PDX	Bellingham, WA	Portland, OR	0	130	1	221	2006	188837	2123960
PIH	PDX	Pocatello, ID	Portland, OR	110	150	1	529	2006	87246	2123960
GEG	PDX	Spokane, WA	Portland, OR	214279	296983	3303	279	2006	447211	2123960
SEA	PDX	Seattle, WA	Portland, OR	369465	519722	13180	129	2006	6519890	2123960
RIC	PDX	Richmond, VA	Portland, OR	0	0	1	2379	2006	1195634	2123960
FWA	PDX	Fort Wayne, IN	Portland, OR	0	0	5	1896	2007	409659	2163577
MSP	PDX	Minneapolis, MN	Portland, OR	252120	278165	1496	1426	2007	3204196	2163577
SLE	PDX	Salem, OR	Portland, OR	0	0	530	51	2007	385065	2163577
MSO	PDX	Missoula, MT	Portland, OR	4733	6627	347	418	2007	105851	2163577
OGG	PDX	Kahului, HI	Portland, OR	80026	94788	365	2562	2007	141930	2163577
BFI	PDX	Seattle, WA	Portland, OR	325	649	253	135	2007	6614720	2163577
IAB	PDX	Wichita, KS	Portland, OR	0	0	10	1415	2008	603205	2203745
AZA	PDX	Phoenix, AZ	Portland, OR	100	120	1	1028	2008	4287323	2203745
IAH	PDX	Houston, TX	Portland, OR	182893	204022	1250	1825	2008	5726705	2203745
BUF	PDX	Buffalo, NY	Portland, OR	4	137	1	2157	2008	1124055	2203745
BZN	PDX	Bozeman, MT	Portland, OR	117	136	1	553	2008	89812	2203745
MDW	PDX	Chicago, IL	Portland, OR	91158	120824	882	1751	2008	19031272	2203745
YIP	PDX	Detroit, MI	Portland, OR	0	0	1	1944	2008	8847562	2203745
MKE	PDX	Milwaukee, WI	Portland, OR	54	148	1	1718	2008	1550451	2203745
FAT	PDX	Fresno, CA	Portland, OR	18989	25554	365	626	2008	903133	2203745
ALO	PDX	Waterloo, IA	Portland, OR	124	150	1	1508	2009	164913	2241841
RDD	PDX	Redding, CA	Portland, OR	11637	17718	234	351	2009	181099	2241841
LIT	PDX	Little Rock, AR	Portland, OR	30	56	1	1760	2009	685488	2241841
SAT	PDX	San Antonio, TX	Portland, OR	43	326	3	1714	2009	2072128	2241841
MWH	PDX	Moses Lake, WA	Portland, OR	7	30	1	192	2009	88098	2241841
EUG	PDX	Eugene, OR	Portland, OR	63292	116653	3459	106	2009	351109	2241841
DFW	PDX	Dallas, TX	Portland, OR	217797	236732	1709	1616	2009	12895230	2241841
JNU	PDX	Juneau, AK	Portland, OR	138	157	1	1017	2009	30796	2241841
TUS	PDX	Tucson, AZ	Portland, OR	0	480	4	1119	2009	1020200	2241841
FLG	PRC	Flagstaff, AZ	Prescott, AZ	0	19	1	54	1995	110426	134801
FLG	PRC	Flagstaff, AZ	Prescott, AZ	28	76	4	54	1997	113719	144333
STL	PRC	St. Louis, MO	Prescott, AZ	128	142	1	1254	1999	2663420	152957
FMN	PRC	Farmington, NM	Prescott, AZ	4	19	1	276	2003	119780	183400
VGT	PRC	Las Vegas, NV	Prescott, AZ	14	38	2	190	2005	1708846	197533
PHX	PRC	Phoenix, AZ	Prescott, AZ	2370	9215	485	87	2008	4287323	214930
DCA	RIC	Washington, DC	Richmond, VA	146	327	2	94	1990	8270942	953666
CHO	RIC	Charlottesville, VA	Richmond, VA	13439	65707	1045	76	1990	144818	953666
LGA	RIC	New York, NY	Richmond, VA	54199	111540	1240	292	1991	33749684	965353
PHL	RIC	Philadelphia, PA	Richmond, VA	57312	118093	1062	198	1991	10917452	965353
DFW	RIC	Dallas, TX	Richmond, VA	40774	52941	373	1158	1991	8182938	965353
DFW	RIC	Dallas, TX	Richmond, VA	42470	70304	495	1158	1992	8314270	980145
MSY	RIC	New Orleans, LA	Richmond, VA	92	109	1	905	1992	1277629	980145
ROA	RIC	Roanoke, VA	Richmond, VA	23908	69368	824	147	1992	271726	980145
ROC	RIC	Rochester, NY	Richmond, VA	14	322	3	388	1992	1020412	980145
MDW	RIC	Chicago, IL	Richmond, VA	59	128	1	629	1992	16720340	980145
ORD	RIC	Chicago, IL	Richmond, VA	95695	169910	1382	642	1993	16876600	992418
DCA	RIC	Washington, DC	Richmond, VA	123	402	3	94	1993	8575206	992418
CVG	RIC	Cincinnati, OH	Richmond, VA	65285	145773	1075	413	1993	1909662	992418
MHT	RIC	Manchester, NH	Richmond, VA	34	103	1	487	1993	341968	992418
CLE	RIC	Cleveland, OH	Richmond, VA	162	374	5	362	1993	2128322	992418
CLT	RIC	Charlotte, NC	Richmond, VA	161636	239012	2162	256	1994	1108977	1003460
DCA	RIC	Washington, DC	Richmond, VA	20	231	2	94	1994	8673930	1003460
BHM	RIC	Birmingham, AL	Richmond, VA	101	101	1	597	1995	1011111	1014070
ORD	RIC	Chicago, IL	Richmond, VA	110426	171257	1443	642	1995	17155070	1014070
CLE	RIC	Cleveland, OH	Richmond, VA	12077	36442	1205	362	1995	2130938	1014070
TPA	RIC	Tampa, FL	Richmond, VA	123	256	2	723	1995	2175213	1014070
ROA	RIC	Roanoke, VA	Richmond, VA	46	109	1	147	1995	275696	1014070
CMH	RIC	Columbus, OH	Richmond, VA	143	147	1	346	1995	1499793	1014070
CLE	RIC	Cleveland, OH	Richmond, VA	9587	18913	968	362	1996	2130821	1024022
BDL	RIC	Hartford, CT	Richmond, VA	188	334	3	393	1996	1107497	1024022
DCA	RIC	Washington, DC	Richmond, VA	119	201	2	94	1996	8857302	1024022
IAD	RIC	Washington, DC	Richmond, VA	468	1527	15	99	1996	8857302	1024022
MSP	RIC	Minneapolis, MN	Richmond, VA	186	250	2	970	1996	2760875	1024022
MSY	RIC	New Orleans, LA	Richmond, VA	418	488	4	905	1997	1286268	1035353
ILM	RIC	Wilmington, NC	Richmond, VA	92	128	1	226	1997	250680	1035353
BNA	RIC	Nashville, TN	Richmond, VA	82	100	1	527	1997	1209809	1035353
CVG	RIC	Cincinnati, OH	Richmond, VA	62050	148945	1060	413	1997	1964172	1035353
CAE	RIC	Columbia, SC	Richmond, VA	173	195	2	325	1997	602997	1035353
RDU	RIC	Raleigh, NC	Richmond, VA	8586	51371	362	139	1998	721489	1046355
DCA	RIC	Washington, DC	Richmond, VA	81	97	1	94	1998	9079986	1046355
ATL	RIC	Atlanta, GA	Richmond, VA	291904	437335	3277	481	1998	3872031	1046355
MIA	RIC	Miami, FL	Richmond, VA	277	389	3	826	1998	9383038	1046355
MCI	RIC	Kansas City, MO	Richmond, VA	68	126	1	951	1999	1815318	1058930
PHL	RIC	Philadelphia, PA	Richmond, VA	110570	192444	1717	198	1999	11042574	1058930
SFO	RIC	San Francisco, CA	Richmond, VA	211	278	1	2449	1999	8068740	1058930
CLE	RIC	Cleveland, OH	Richmond, VA	10889	19768	887	362	1999	2117837	1058930
BUF	RIC	Buffalo, NY	Richmond, VA	142	220	2	382	1999	1142121	1058930
LAW	RIC	Lawton, OK	Richmond, VA	67	173	1	1196	2000	114675	1100196
SAN	RIC	San Diego, CA	Richmond, VA	363	396	3	2265	2000	2824987	1100196
CLE	RIC	Cleveland, OH	Richmond, VA	20318	42655	1078	362	2001	2144528	1111363
CMH	RIC	Columbus, OH	Richmond, VA	220	1818	19	346	2001	1642112	1111363
CHO	RIC	Charlottesville, VA	Richmond, VA	0	0	0	76	2001	177884	1111363
MSP	RIC	Minneapolis, MN	Richmond, VA	236	320	3	970	2001	3024111	1111363
GSP	RIC	Greenville, SC	Richmond, VA	32	32	2	327	2002	572407	1125329
JFK	RIC	New York, NY	Richmond, VA	62	82	2	288	2002	37180170	1125329
IND	RIC	Indianapolis, IN	Richmond, VA	0	0	53	508	2002	1578239	1125329
SFO	RIC	San Francisco, CA	Richmond, VA	118	193	1	2449	2003	8306286	1139312
CLE	RIC	Cleveland, OH	Richmond, VA	20096	39573	825	362	2003	2136026	1139312
BHM	RIC	Birmingham, AL	Richmond, VA	113	200	5	597	2003	1073439	1139312
MCO	RIC	Orlando, FL	Richmond, VA	31817	47566	961	667	2003	1803474	1139312
SEA	RIC	Seattle, WA	Richmond, VA	102	120	1	2362	2003	6277876	1139312
CAE	RIC	Columbia, SC	Richmond, VA	148	311	8	325	2003	673209	1139312
BGR	RIC	Bangor, ME	Richmond, VA	178	275	2	670	2003	147123	1139312
RNO	RIC	Reno, NV	Richmond, VA	114	130	1	2283	2003	374743	1139312
FAY	RIC	Fayetteville, NC	Richmond, VA	12	50	1	194	2003	346913	1139312
MCI	RIC	Kansas City, MO	Richmond, VA	96	100	2	951	2004	1935840	1155330
MKE	RIC	Milwaukee, WI	Richmond, VA	75	156	3	673	2004	1533932	1155330
SAN	RIC	San Diego, CA	Richmond, VA	628	649	4	2265	2004	2935672	1155330
GSP	RIC	Greenville, SC	Richmond, VA	85	200	4	327	2004	583166	1155330
CRW	RIC	Charleston, WV	Richmond, VA	24	50	1	241	2004	305911	1155330
LGA	RIC	New York, NY	Richmond, VA	82069	159105	3325	292	2004	37494862	1155330
JFK	RIC	New York, NY	Richmond, VA	51	150	4	288	2004	37494862	1155330
BWI	RIC	Baltimore, MD	Richmond, VA	4819	27680	924	120	2004	2638066	1155330
IAH	RIC	Houston, TX	Richmond, VA	31264	44124	872	1157	2004	5190444	1155330
MYR	RIC	Myrtle Beach, SC	Richmond, VA	178	199	1	279	2005	228708	1174017
JAX	RIC	Jacksonville, FL	Richmond, VA	207	363	4	545	2005	1248524	1174017
SHV	RIC	Shreveport, LA	Richmond, VA	173	346	2	998	2005	381444	1174017
ILN	RIC	Wilmington, OH	Richmond, VA	0	0	254	380	2005	42063	1174017
IND	RIC	Indianapolis, IN	Richmond, VA	270	517	225	508	2005	1645027	1174017
BGM	RIC	Binghamton, NY	Richmond, VA	0	50	1	332	2005	246776	1174017
BWI	RIC	Baltimore, MD	Richmond, VA	3367	23292	776	120	2005	2649586	1174017
MIA	RIC	Miami, FL	Richmond, VA	18822	26972	597	826	2005	10886318	1174017
EWR	RIC	Newark, NJ	Richmond, VA	48689	81398	1644	278	2005	18798114	1174017
BOS	RIC	Boston, MA	Richmond, VA	71678	103843	1534	474	2006	8946954	1195634
MIA	RIC	Miami, FL	Richmond, VA	16721	21167	460	826	2006	10933486	1195634
MCI	RIC	Kansas City, MO	Richmond, VA	67	72	1	951	2006	1984954	1195634
ILN	RIC	Wilmington, OH	Richmond, VA	0	0	250	380	2006	42837	1195634
BDL	RIC	Hartford, CT	Richmond, VA	33	37	2	393	2006	1182625	1195634
MCO	RIC	Orlando, FL	Richmond, VA	57848	78758	1207	667	2006	1999994	1195634
BWI	RIC	Baltimore, MD	Richmond, VA	0	0	2	120	2006	2662048	1195634
ABE	RIC	Allentown, PA	Richmond, VA	50	50	1	240	2006	796488	1195634
MDT	RIC	Harrisburg, PA	Richmond, VA	22	50	1	188	2006	525594	1195634
ORD	RIC	Chicago, IL	Richmond, VA	171952	233548	3812	642	2006	18797710	1195634
BUF	RIC	Buffalo, NY	Richmond, VA	52	122	1	382	2007	1125965	1212476
ISO	RIC	Kinston, NC	Richmond, VA	103	242	2	151	2007	56657	1212476
EWR	RIC	Newark, NJ	Richmond, VA	65043	81653	1638	278	2007	18901167	1212476
TUS	RIC	Tucson, AZ	Richmond, VA	0	240	2	1937	2007	996593	1212476
LEX	RIC	Lexington, KY	Richmond, VA	160	210	2	400	2007	455492	1212476
SAN	RIC	San Diego, CA	Richmond, VA	454	477	3	2265	2007	2975656	1212476
CVG	RIC	Cincinnati, OH	Richmond, VA	63134	79005	1449	413	2007	2148315	1212476
LGA	RIC	New York, NY	Richmond, VA	116883	196762	3368	292	2008	37937002	1227115
ALB	RIC	Albany, NY	Richmond, VA	45	50	1	407	2008	854301	1227115
BOS	RIC	Boston, MA	Richmond, VA	72516	105503	1425	474	2008	9089410	1227115
DAY	RIC	Dayton, OH	Richmond, VA	134	250	5	408	2008	837036	1227115
MCO	RIC	Orlando, FL	Richmond, VA	49023	66775	760	667	2008	2060968	1227115
PHX	RIC	Phoenix, AZ	Richmond, VA	123	124	1	1965	2008	4287323	1227115
CAE	RIC	Columbia, SC	Richmond, VA	129	150	3	326	2008	732558	1227115
SAT	RIC	San Antonio, TX	Richmond, VA	187	268	4	1335	2008	2030691	1227115
MDT	RIC	Harrisburg, PA	Richmond, VA	37	44	2	188	2008	533802	1227115
PVD	RIC	Providence, RI	Richmond, VA	236	351	5	428	2008	1599312	1227115
SNA	RIC	Santa Ana, CA	Richmond, VA	123	124	1	2281	2009	12874797	1238187
CKB	RIC	Clarksburg, WV	Richmond, VA	0	160	1	200	2009	92441	1238187
MHT	RIC	Manchester, NH	Richmond, VA	90	162	2	487	2009	405906	1238187
PIT	RIC	Pittsburgh, PA	Richmond, VA	40	172	4	259	2009	2354957	1238187
TYS	RIC	Knoxville, TN	Richmond, VA	50	50	1	389	2009	699247	1238187
OMA	RIC	Omaha, NE	Richmond, VA	69	120	2	1026	2009	849517	1238187
MCN	RIC	Macon, GA	Richmond, VA	0	160	1	488	2009	231576	1238187
LAX	RIC	Los Angeles, CA	Richmond, VA	240	258	2	2305	2009	25749594	1238187
MEM	RIC	Memphis, TN	Richmond, VA	175	200	525	726	2009	1304926	1238187
EKO	RIW	Elko, NV	Riverton, WY	37	119	1	408	1991	37382	34096
RKS	RIW	Rock Springs, WY	Riverton, WY	42	114	6	106	1996	40166	35943
SHR	RIW	Sheridan, WY	Riverton, WY	10	19	1	139	1997	25142	36066
EKO	RIW	Elko, NV	Riverton, WY	116	122	1	408	2003	44934	35800
CYS	RIW	Cheyenne, WY	Riverton, WY	74	158	6	229	2005	85270	36277
LAR	RIW	Laramie, WY	Riverton, WY	2	19	1	187	2007	32479	37368
LAR	RIW	Laramie, WY	Riverton, WY	27	68	3	187	2008	33099	38057
GCC	RIW	Gillette, WY	Riverton, WY	15	30	1	172	2008	41474	38057
LAR	RIW	Laramie, WY	Riverton, WY	58	169	6	187	2009	33979	38719
SHR	RIW	Sheridan, WY	Riverton, WY	121	360	12	139	2009	29163	38719
OAK	RFD	Oakland, CA	Rockford, IL	142	147	1	1774	1990	3718063	284443
SPI	RFD	Springfield, IL	Rockford, IL	13	36	1	165	1991	192857	288599
SJC	RFD	San Jose, CA	Rockford, IL	127	128	1	1768	1992	1562254	291954
SLC	RFD	Salt Lake City, UT	Rockford, IL	241	243	2	1187	1992	811613	291954
RAP	RFD	Rapid City, SD	Rockford, IL	233	238	2	717	1992	107700	291954
LSE	RFD	La Crosse, WI	Rockford, IL	10	46	1	159	1993	119156	295205
PIA	RFD	Peoria, IL	Rockford, IL	77	92	2	110	1993	361729	295205
CAK	RFD	Akron, OH	Rockford, IL	25	64	1	406	1993	672864	295205
MCO	RFD	Orlando, FL	Rockford, IL	144	147	1	1044	1994	1363774	297781
CVG	RFD	Cincinnati, OH	Rockford, IL	38	46	1	318	1994	1922360	297781
TYS	RFD	Knoxville, TN	Rockford, IL	43	109	1	519	1995	586095	300437
ORD	RFD	Chicago, IL	Rockford, IL	7379	26505	514	63	1996	17287860	303318
MSN	RFD	Madison, WI	Rockford, IL	52	92	2	66	1996	486976	303318
CMI	RFD	Champaign, IL	Rockford, IL	23	46	1	155	1996	200442	303318
ATL	RFD	Atlanta, GA	Rockford, IL	0	0	1	643	1997	3756986	304920
DBQ	RFD	Dubuque, IA	Rockford, IL	0	19	1	84	1997	88186	304920
SNA	RFD	Santa Ana, CA	Rockford, IL	285	376	2	1668	1998	11947589	306413
SFO	RFD	San Francisco, CA	Rockford, IL	480	520	3	1785	1998	7996466	306413
MSP	RFD	Minneapolis, MN	Rockford, IL	6022	20920	652	278	1998	2830434	306413
DBQ	RFD	Dubuque, IA	Rockford, IL	3753	15031	442	84	1998	87879	306413
AZO	RFD	Kalamazoo, MI	Rockford, IL	150	918	27	182	1998	305264	306413
LBF	RFD	North Platte, NE	Rockford, IL	121	124	1	605	1999	35308	307686
RAP	RFD	Rapid City, SD	Rockford, IL	232	246	2	717	1999	109522	307686
YIP	RFD	Detroit, MI	Rockford, IL	0	0	1	285	1999	8962394	307686
MSY	RFD	New Orleans, LA	Rockford, IL	186	188	1	844	1999	1284282	307686
MGM	RFD	Montgomery, AL	Rockford, IL	160	170	1	698	2000	347002	321042
MSP	RFD	Minneapolis, MN	Rockford, IL	57	272	8	278	2000	2981616	321042
OMA	RFD	Omaha, NE	Rockford, IL	40	122	1	357	2000	769117	321042
DTW	RFD	Detroit, MI	Rockford, IL	20312	39202	1153	295	2000	8914942	321042
JFK	RFD	New York, NY	Rockford, IL	61	175	198	802	2001	36980058	323992
PDX	RFD	Portland, OR	Rockford, IL	140	141	3	1677	2001	1975589	323992
DSM	RFD	Des Moines, IA	Rockford, IL	0	0	194	240	2001	490191	323992
PVD	RFD	Providence, RI	Rockford, IL	0	0	5	909	2001	1596350	323992
FSD	RFD	Sioux Falls, SD	Rockford, IL	0	0	189	400	2001	193493	323992
SGF	RFD	Springfield, MO	Rockford, IL	0	0	180	411	2001	374733	323992
MSY	RFD	New Orleans, LA	Rockford, IL	373	413	3	844	2002	1311390	327080
SGF	RFD	Springfield, MO	Rockford, IL	0	0	180	411	2002	379655	327080
MCI	RFD	Kansas City, MO	Rockford, IL	181	242	199	356	2002	1890419	327080
SEA	RFD	Seattle, WA	Rockford, IL	657	684	4	1659	2002	6243790	327080
SLC	RFD	Salt Lake City, UT	Rockford, IL	345	366	3	1187	2002	1001874	327080
TOL	RFD	Toledo, OH	Rockford, IL	0	32	214	276	2003	669292	331209
EKO	RFD	Elko, NV	Rockford, IL	90	122	1	1382	2003	44934	331209
BUF	RFD	Buffalo, NY	Rockford, IL	149	173	1	531	2003	1154212	331209
ILN	RFD	Wilmington, OH	Rockford, IL	0	0	2	331	2003	41441	331209
MCO	RFD	Orlando, FL	Rockford, IL	557	567	11	1044	2003	1803474	331209
SAN	RFD	San Diego, CA	Rockford, IL	481	516	4	1667	2003	2926814	331209
MKE	RFD	Milwaukee, WI	Rockford, IL	49	170	1	80	2003	1528417	331209
BWI	RFD	Baltimore, MD	Rockford, IL	0	0	5	684	2003	2621815	331209
PHL	RFD	Philadelphia, PA	Rockford, IL	0	0	199	740	2004	11645752	334622
IND	RFD	Indianapolis, IN	Rockford, IL	0	200	1	225	2004	1622935	334622
PHX	RFD	Phoenix, AZ	Rockford, IL	89	147	23	1386	2004	3723359	334622
SAN	RFD	San Diego, CA	Rockford, IL	159	182	2	1667	2004	2935672	334622
HSV	RFD	Huntsville, AL	Rockford, IL	0	0	1	536	2004	363221	334622
LSV	RFD	Las Vegas, NV	Rockford, IL	0	210	1	1445	2005	1708846	338877
MKE	RFD	Milwaukee, WI	Rockford, IL	0	0	2	80	2005	1536320	338877
AEX	RFD	Alexandria, LA	Rockford, IL	0	778	4	773	2005	147128	338877
LRD	RFD	Laredo, TX	Rockford, IL	0	0	25	1166	2005	220968	338877
MIA	RFD	Miami, FL	Rockford, IL	8	1284	7	1237	2005	10886318	338877
TPA	RFD	Tampa, FL	Rockford, IL	128	156	1	1048	2005	2638814	338877
EWR	RFD	Newark, NJ	Rockford, IL	0	552	224	781	2005	18798114	338877
TOL	RFD	Toledo, OH	Rockford, IL	123	141	220	276	2005	673162	338877
FOE	RFD	Topeka, KS	Rockford, IL	0	210	1	412	2005	227102	338877
OKC	RFD	Oklahoma City, OK	Rockford, IL	0	148	1	656	2005	1155093	338877
LAX	RFD	Los Angeles, CA	Rockford, IL	153	244	2	1687	2005	25522350	338877
YIP	RFD	Detroit, MI	Rockford, IL	0	0	15	285	2005	8988796	338877
DET	RFD	Detroit, MI	Rockford, IL	0	0	1	312	2005	8988796	338877
EIL	RFD	Fairbanks, AK	Rockford, IL	0	210	1	2714	2005	94451	338877
ABE	RFD	Allentown, PA	Rockford, IL	0	132	1	716	2005	786034	338877
JFK	RFD	New York, NY	Rockford, IL	4	630	204	802	2006	37651266	344269
PDX	RFD	Portland, OR	Rockford, IL	459	558	5	1677	2006	2123960	344269
LGA	RFD	New York, NY	Rockford, IL	124	175	1	795	2006	37651266	344269
ALO	RFD	Waterloo, IA	Rockford, IL	0	210	1	171	2006	162314	344269
OH2	RFD	Bellefontaine, OH	Rockford, IL	0	0	1	302	2006	46197	344269
LAS	RFD	Las Vegas, NV	Rockford, IL	30343	35735	239	1456	2006	1778129	344269
TUS	RFD	Tucson, AZ	Rockford, IL	110	136	8	1386	2006	975476	344269
HLN	RFD	Helena, MT	Rockford, IL	0	210	1	1169	2006	69918	344269
BUF	RFD	Buffalo, NY	Rockford, IL	115	150	1	531	2006	1130913	344269
SFB	RFD	Orlando, FL	Rockford, IL	26656	34265	229	1025	2006	1999994	344269
COU	RFD	Columbia, MO	Rockford, IL	0	210	1	286	2007	162132	350765
HIK	RFD	Honolulu, HI	Rockford, IL	0	210	1	4181	2007	898695	350765
LCK	RFD	Columbus, OH	Rockford, IL	0	0	4	362	2007	1759348	350765
LNK	RFD	Lincoln, NE	Rockford, IL	50	50	1	408	2007	290809	350765
LSV	RFD	Las Vegas, NV	Rockford, IL	0	210	1	1445	2007	1838635	350765
HSV	RFD	Huntsville, AL	Rockford, IL	0	0	9	536	2007	387705	350765
FWA	RFD	Fort Wayne, IN	Rockford, IL	0	0	51	219	2007	409659	350765
AEX	RFD	Alexandria, LA	Rockford, IL	0	170	1	773	2007	152717	350765
SJC	RFD	San Jose, CA	Rockford, IL	0	0	354	1768	2007	1778432	350765
CLT	RFD	Charlotte, NC	Rockford, IL	0	210	1	652	2007	1650974	350765
OKC	RFD	Oklahoma City, OK	Rockford, IL	0	210	2	656	2007	1191244	350765
SMF	RFD	Sacramento, CA	Rockford, IL	105	138	1	1719	2007	2075119	350765
OMA	RFD	Omaha, NE	Rockford, IL	0	0	2	357	2007	829183	350765
AUS	RFD	Austin, TX	Rockford, IL	0	66	1	955	2007	1594525	350765
DEC	RFD	Decatur, IL	Rockford, IL	0	0	197	163	2007	108722	350765
ELP	RFD	El Paso, TX	Rockford, IL	0	470	10	1191	2007	727828	350765
IAH	RFD	Houston, TX	Rockford, IL	0	0	197	911	2007	5597674	350765
ATL	RFD	Atlanta, GA	Rockford, IL	202	216	202	643	2007	5267527	350765
ORD	RFD	Chicago, IL	Rockford, IL	0	0	3	63	2008	19031272	353381
STL	RFD	St. Louis, MO	Rockford, IL	0	120	145	247	2008	2818688	353381
DFW	RFD	Dallas, TX	Rockford, IL	127	158	208	775	2008	12602170	353381
TOL	RFD	Toledo, OH	Rockford, IL	118	130	204	276	2008	673345	353381
TCM	RFD	Tacoma, WA	Rockford, IL	450	816	4	1667	2008	3356637	353381
SLC	RFD	Salt Lake City, UT	Rockford, IL	562	624	20	1187	2008	1111600	353381
FLL	RFD	Fort Lauderdale, FL	Rockford, IL	4667	5680	43	1222	2008	5501752	353381
XNA	RFD	Fayetteville, AR	Rockford, IL	3	50	1	495	2008	455408	353381
GRK	RFD	Killeen, TX	Rockford, IL	1382	2484	10	907	2009	379231	353722
PHX	RFD	Phoenix, AZ	Rockford, IL	0	0	186	1386	2009	4364094	353722
CAE	RFD	Columbia, SC	Rockford, IL	51	284	2	716	2009	744730	353722
DTW	RFD	Detroit, MI	Rockford, IL	0	0	199	295	2009	8806874	353722
PDX	RFD	Portland, OR	Rockford, IL	245	276	9	1677	2009	2241841	353722
HSV	RFD	Huntsville, AL	Rockford, IL	0	0	6	536	2009	406316	353722
SAN	RFD	San Diego, CA	Rockford, IL	172	182	1	1667	2009	3053793	353722
TCM	RFD	Tacoma, WA	Rockford, IL	475	1244	6	1667	2009	3407848	353722
TOL	RFD	Toledo, OH	Rockford, IL	0	0	70	276	2009	672220	353722
FOE	RFD	Topeka, KS	Rockford, IL	176	275	1	412	2009	230824	353722
SLN	RFD	Salina, KS	Rockford, IL	161	250	1	508	2009	60338	353722
AUG	RKD	Augusta, ME	Rockland, ME	0	1045	55	39	2005	120259	40984
PHX	RKD	Phoenix, AZ	Rockland, ME	4	8	1	2401	2007	4175595	40882
BOS	RKD	Boston, MA	Rockland, ME	5960	11169	1241	152	2009	9177360	40801
MFR	RBG	Medford, OR	Roseburg, OR	0	0	6	65	2004	191697	102010
LMT	RBG	Klamath Falls, OR	Roseburg, OR	0	0	2	111	2004	64753	102010
RDM	RBG	Bend, OR	Roseburg, OR	0	0	2	131	2007	153405	103688
MFR	RBG	Medford, OR	Roseburg, OR	0	0	12	65	2008	200298	103529
PDX	SJC	Portland, OR	San Jose, CA	171823	372874	2925	569	1990	1534762	1534472
OAK	SJC	Oakland, CA	San Jose, CA	162	371	3	30	1990	3718063	1534472
PHX	SJC	Phoenix, AZ	San Jose, CA	130889	239258	1887	621	1991	2302011	1545325
OAK	SJC	Oakland, CA	San Jose, CA	2681	6990	56	30	1991	3749378	1545325
SBA	SJC	Santa Barbara, CA	San Jose, CA	1558	6178	310	234	1991	374051	1545325
BOS	SJC	Boston, MA	San Jose, CA	30880	63258	282	2689	1991	8227986	1545325
AUS	SJC	Austin, TX	San Jose, CA	30664	50501	356	1471	1993	931671	1578908
LAS	SJC	Las Vegas, NV	San Jose, CA	141476	235335	1698	386	1993	877917	1578908
CLT	SJC	Charlotte, NC	San Jose, CA	146	146	1	2275	1994	1108977	1590788
SNA	SJC	Santa Ana, CA	San Jose, CA	384780	562517	4319	342	1995	11601863	1609027
AUS	SJC	Austin, TX	San Jose, CA	64899	93025	670	1471	1995	1001054	1609027
HNL	SJC	Honolulu, HI	San Jose, CA	184	283	1	2416	1995	871369	1609027
MSY	SJC	New Orleans, LA	San Jose, CA	97	126	1	1885	1995	1289805	1609027
ABQ	SJC	Albuquerque, NM	San Jose, CA	115	279	2	870	1995	671859	1609027
MSP	SJC	Minneapolis, MN	San Jose, CA	84039	141898	946	1576	1996	2760875	1637714
OAK	SJC	Oakland, CA	San Jose, CA	10930	24854	379	30	1996	3886099	1637714
DFW	SJC	Dallas, TX	San Jose, CA	401770	630294	4487	1438	1996	8994450	1637714
RNO	SJC	Reno, NV	San Jose, CA	237972	406143	2979	188	1996	301240	1637714
IND	SJC	Indianapolis, IN	San Jose, CA	139	173	1	1925	1997	1422397	1668299
DTW	SJC	Detroit, MI	San Jose, CA	28746	43650	291	2063	1997	8934802	1668299
ORD	SJC	Chicago, IL	San Jose, CA	293371	445992	3287	1829	1997	17405264	1668299
OGG	SJC	Kahului, HI	San Jose, CA	286	287	1	2356	1997	119053	1668299
IAD	SJC	Washington, DC	San Jose, CA	16946	40020	239	2400	1998	9079986	1690832
PDX	SJC	Portland, OR	San Jose, CA	309390	595159	4301	569	1998	1829786	1690832
JFK	SJC	New York, NY	San Jose, CA	16401	28292	150	2569	1998	34683010	1690832
SLC	SJC	Salt Lake City, UT	San Jose, CA	149457	215232	1482	585	1998	906185	1690832
PIT	SJC	Pittsburgh, PA	San Jose, CA	103	126	1	2236	1998	2418452	1690832
AUS	SJC	Austin, TX	San Jose, CA	85881	118448	884	1471	1999	1146050	1698695
FAT	SJC	Fresno, CA	San Jose, CA	312	614	5	129	1999	763069	1698695
LBB	SJC	Lubbock, TX	San Jose, CA	130	139	1	1159	1999	234946	1698695
ELP	SJC	El Paso, TX	San Jose, CA	31	137	1	964	1999	701908	1698695
MKE	SJC	Milwaukee, WI	San Jose, CA	3	150	1	1829	1999	1462422	1698695
MIA	SJC	Miami, FL	San Jose, CA	1710	2992	17	2559	2000	10051612	1739669
SLC	SJC	Salt Lake City, UT	San Jose, CA	145028	195217	1313	585	2000	972653	1739669
LBF	SJC	North Platte, NE	San Jose, CA	0	0	1	1165	2000	35941	1739669
MCI	SJC	Kansas City, MO	San Jose, CA	11228	15466	113	1479	2000	1842924	1739669
